0.7712,1.0000,0.4246,1.0000,0.4246,0.7989,0.7712,1.0000,0.4246,1.0000,0.4246,0.7989,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.4740,1.0000,1.0000,0.9612,0.4740,0.8588,0.6226,1.0000,0.7123,0.9806,0.4493,0.8289,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.0000,1.0000,0.0000,0.9850,0.0000,0.4962,0.4151,1.0000,0.4749,0.9821,0.2995,0.7180,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.6486,1.0000,0.7842,0.7838,0.6486,0.8042,0.4735,1.0000,0.5522,0.9325,0.3868,0.7395,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,0.7564,0.0000,0.9494,0.0000,0.6764,0.5788,0.9513,0.4418,0.9359,0.3094,0.7269,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.6646,0.9612,0.9898,0.9968,0.6646,0.9031,0.5931,0.9529,0.5331,0.9460,0.3686,0.7563,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,0.7064,0.3400,0.6398,0.3400,0.6715,0.6512,0.9177,0.5055,0.9023,0.3645,0.7442,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,1.0000,0.1522,0.9816,0.1522,0.7834,0.6948,0.9280,0.4613,0.9122,0.3380,0.7491,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,0.9276,1.0000,0.9290,0.9276,0.9642,0.7287,0.9280,0.5212,0.9141,0.4035,0.7730,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.1442,0.8220,0.5304,1.0000,0.1442,0.6241,0.6703,0.9174,0.5221,0.9227,0.3776,0.7581,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.6648,0.9588,1.0000,1.0000,0.6648,0.9059,0.6698,0.9211,0.5656,0.9297,0.4037,0.7715,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,0.9502,0.5492,1.0000,0.5492,0.8749,0.6973,0.9236,0.5642,0.9356,0.4158,0.7801,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.7630,0.8256,0.9996,1.0000,0.7630,0.8971,0.7023,0.9160,0.5977,0.9405,0.4425,0.7891,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.4062,0.8408,0.2190,1.0000,0.2190,0.6165,0.6812,0.9106,0.5706,0.9448,0.4266,0.7768,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.9268,0.9850,0.1448,0.2578,0.1448,0.5786,0.6976,0.9156,0.5423,0.8990,0.4078,0.7636,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,1.0000,0.0000,1.0000,0.0000,0.7500,0.7165,0.9209,0.5084,0.9053,0.3823,0.7627,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,1.0000,0.9296,1.0000,0.9296,0.9824,0.7331,0.9255,0.5331,0.9108,0.4145,0.7757,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,0.8038,0.6336,0.9980,0.6336,0.8588,0.7480,0.9188,0.5387,0.9157,0.4267,0.7803,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.1196,0.8106,0.7756,1.0000,0.1196,0.6764,0.7149,0.9131,0.5512,0.9201,0.4105,0.7748,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.7148,0.5324,0.0848,0.8158,0.0848,0.5369,0.7149,0.8940,0.5279,0.9149,0.3942,0.7629,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.9752,0.9490,0.8524,0.9372,0.8524,0.9284,0.7273,0.8967,0.5433,0.9160,0.4160,0.7708,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.0206,1.0000,0.0000,0.9906,0.0000,0.5028,0.6952,0.9014,0.5186,0.9194,0.3971,0.7586,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.3698,0.9134,0.9268,0.9392,0.3698,0.7873,0.6810,0.9019,0.5364,0.9202,0.3959,0.7599,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.3664,0.9712,0.3132,1.0000,0.3132,0.6627,0.6679,0.9048,0.5271,0.9236,0.3925,0.7558,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.6824,0.5098,0.1614,0.9586,0.1614,0.5780,0.6685,0.8890,0.5124,0.9250,0.3832,0.7487,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,0.7564,0.0000,0.9494,0.0000,0.6764,0.6812,0.8839,0.4927,0.9259,0.3685,0.7459,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
0.7242,0.6432,0.3358,1.0000,0.3358,0.6758,0.6828,0.8750,0.4869,0.9286,0.3673,0.7433,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
1.0000,0.9502,0.5492,1.0000,0.5492,0.8749,0.6942,0.8776,0.4892,0.9312,0.3738,0.7480,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
